   0.000000,       0,    0.000000,       0
   0.003004,    3432,    0.015709,    2419
   0.006013,    6876,    0.022333,    5567
   0.009029,    3398,    0.027655,    1709
   0.016450,     751,    0.037009,    2416
   0.019596,       2,    0.040181,    2419
   0.026345,    7006,    0.048967,    1709
   0.033066,    6875,    0.052353,    1437
   0.040942,       2,    0.061520,    1070
   0.046494,    1434,    0.064674,    1131
   0.051183,    2667,    0.073553,    1709
   0.057299,    6875,    0.076863,    1437
   0.065231,       2,    0.086007,    1131
   0.070556,     266,    0.092700,    5567
   0.078495,    5232,    0.098128,    1430
   0.081565,    6875,    0.103040,     736
   0.089591,       2,    0.110575,    1120
   0.095024,     262,    0.117193,    5567
   0.102764,    6875,    0.122684,    1437
   0.105832,    6875,    0.127511,     732
   0.114030,       2,    0.135131,    1120
   0.119598,     258,    0.141868,    5082
   0.127034,    6875,    0.147184,    1437
   0.130097,    6875,    0.156464,    1120
   0.138470,       2,    0.159640,    1116
   0.144450,    7022,    0.168459,    1430
   0.151299,    6875,    0.171659,    1437
   0.154367,    6875,    0.180973,    1116
   0.162908,       2,    0.184101,    1120
   0.168722,    7018,    0.192959,    1430
   0.175579,    6872,    0.196122,    1437
   0.178651,    6875,    0.205442,    1116
   0.187362,       2,    0.208610,    1116
   0.192992,    7014,    0.217434,    1430
   0.199717,    6876,    0.220617,    1437
   0.202742,    6875,    0.229998,    1120
   0.213657,    1143,    0.236486,    5567
   0.219409,    2640,    0.241897,    1430
   0.223770,    5235,    0.246765,     713
   0.226846,    3398,    0.254507,    1116
   0.238143,    1698,    0.261340,    5082
   0.241482,    7006,    0.266514,    1437
   0.248011,    5235,    0.271200,     709
   0.251125,    3394,    0.278988,    1097
   0.262583,    1694,    0.285827,    5082
   0.269195,    5232,    0.290993,    1437
   0.272270,    5231,    0.300321,    1097
   0.275409,    3390,    0.303495,    1089
   0.287022,    1690,    0.312289,    1430
   0.293462,    5232,    0.315445,    1437
   0.296537,    5231,    0.324845,    1028
   0.306072,       2,    0.328051,    1089
   0.311777,    6995,    0.336768,    1430
   0.317734,    5232,    0.339933,    1437
   0.320809,    5231,    0.349384,    1089
   0.330526,       2,    0.352537,    1085
   0.336562,    6991,    0.361220,    1430
   0.342011,    5232,    0.364481,    1437
   0.345086,    5231,    0.373870,    1085
   0.354972,       2,    0.380418,    5567
   0.361063,    6987,    0.385718,     223
   0.366299,    5228,    0.389073,    1440
   0.369375,    5227,    0.398594,    1070
   0.379435,       2,    0.405160,    5567
   0.386300,    7442,    0.410297,    1437
   0.390478,    5236,    0.419687,     329
   0.393500,    5235,    0.423324,    1070
   0.405755,    1671,    0.429618,    5567
   0.411523,    5236,    0.434877,    1437
   0.414535,    3368,    0.444429,    1074
   0.417558,    3367,    0.447880,    1070
   0.430187,    1667,    0.456072,    1430
   0.435655,    3367,    0.459564,    1437
   0.438726,    3367,    0.469213,    1070
   0.441846,    3363,    0.472329,    1070
   0.454620,    1663,    0.480652,    1430
   0.459931,    3367,    0.484039,    1437
   0.463005,    3367,    0.493682,    1070
   0.466115,    3359,    0.500038,    5567
   0.479091,    1659,    0.505339,    1430
   0.484211,    3360,    0.508558,    1437
   0.487283,    3359,    0.518265,    1055
   0.490389,    3355,    0.524511,    5567
   0.504794,    6964,    0.529814,    1430
   0.508484,    3356,    0.533249,    1440
   0.511557,    3355,    0.542821,    1055
   0.514659,    3351,    0.548989,    3157
   0.529682,    3351,    0.554473,    1437
   0.532756,    3351,    0.564154,    1055
   0.535827,    3351,    0.567278,    1051
   0.538929,    3347,    0.573581,    3157
   0.553952,    3347,    0.578950,    1437
   0.557026,    3347,    0.588623,    1055
   0.560097,    3347,    0.591791,    1055
   0.563208,    3343,    0.600248,    1430
   0.578230,    3347,    0.603417,    1437
   0.581242,    3341,    0.613093,    1055
   0.584260,    3340,    0.616330,    1043
   0.587290,    3339,    0.624725,    1430
   0.602310,    3368,    0.627865,    1437
   0.605324,    3368,    0.637688,    1055
   0.608347,    3367,    0.643861,    5567
   0.622126,    1636,    0.649192,    1430
   0.626437,    3367,    0.652534,    1440
   0.629509,    3367,    0.662145,    1051
