5668586.269675, 1, 0, 000
5668586.274437, 1, 1, 000
5668586.276277, 2, 0, 000
5668586.279572, 2, 1, 000
5668586.282628, 2, 2, 000
5668586.287597, 2, 3, 000
5668586.287665, 1, 2, 000
5668586.293853, 2, 4, 000
5668586.296970, 2, 5, 000
5668586.300071, 2, 6, 000
5668586.300243, 1, 3, 000
5668586.303366, 1, 4, 000
5668586.306491, 1, 5, 000
5668586.311190, 2, 7, 000
5668586.313610, 1, 6, 000
5668586.316733, 1, 7, 000
5668586.319839, 1, 8, 000
5668586.322283, 2, 8, 000
5668586.325388, 2, 9, 000
5668586.328496, 2, 10, 000
5668586.331593, 2, 11, 000
5668586.334950, 1, 9, 000
5668586.338073, 1, 10, 000
5668586.341185, 1, 11, 000
5668586.346693, 2, 12, 000
5668586.349798, 2, 13, 000
5668586.352975, 2, 14, 000
5668586.356074, 2, 15, 000
5668586.356297, 1, 12, 000
5668586.359360, 1, 13, 000
5668586.362421, 1, 14, 000
5668586.365474, 1, 15, 000
5668586.371257, 2, 16, 000
5668586.374351, 2, 17, 000
5668586.377456, 2, 18, 000
5668586.380526, 1, 16, 000
5668586.383596, 1, 17, 000
5668586.386722, 1, 18, 000
5668586.389834, 1, 19, 000
5668586.392540, 2, 19, 000
5668586.395655, 2, 20, 000
5668586.398768, 2, 21, 000
5668586.401870, 2, 22, 000
5668586.404935, 1, 20, 000
5668586.408047, 1, 21, 000
5668586.411161, 1, 22, 000
5668586.414273, 1, 23, 000
5668586.416964, 2, 23, 000
5668586.420059, 2, 24, 000
5668586.423164, 2, 25, 000
5668586.426267, 2, 26, 000
5668586.429374, 1, 24, 000
5668586.432488, 1, 25, 000
5668586.435595, 1, 26, 000
5668586.438713, 1, 27, 000
5668586.441362, 2, 27, 000
5668586.444466, 2, 28, 000
5668586.447568, 2, 29, 000
5668586.450672, 2, 30, 000
5668586.453812, 1, 28, 000
5668586.456933, 1, 29, 000
5668586.460040, 1, 30, 000
5668586.463151, 1, 31, 000
5668586.465762, 2, 31, 000
5668586.468876, 2, 32, 000
5668586.471971, 2, 33, 000
5668586.475071, 2, 34, 000
5668586.478256, 1, 32, 000
5668586.481371, 1, 33, 000
5668586.484484, 1, 34, 000
5668586.487605, 1, 35, 000
5668586.490163, 2, 35, 000
5668586.493268, 2, 36, 000
5668586.496369, 2, 37, 000
5668586.499469, 2, 38, 000
5668586.502704, 1, 36, 000
5668586.505819, 1, 37, 000
5668586.508935, 1, 38, 000
5668586.514576, 2, 39, 000
5668586.517689, 2, 40, 000
5668586.520790, 2, 41, 000
5668586.523886, 2, 42, 000
5668586.524017, 1, 39, 000
5668586.527133, 1, 40, 000
5668586.530250, 1, 41, 000
5668586.533363, 1, 42, 000
5668586.538991, 2, 43, 000
5668586.542087, 2, 44, 000
5668586.545170, 2, 45, 000
5668586.548469, 1, 43, 000
5668586.551539, 1, 44, 000
5668586.554594, 1, 45, 000
5668586.557649, 1, 46, 000
5668586.560246, 2, 46, 000
5668586.563324, 2, 47, 000
5668586.566426, 2, 48, 000
5668586.569514, 2, 49, 000
5668586.572691, 1, 47, 000
5668586.575737, 1, 48, 000
5668586.578803, 1, 49, 000
5668586.581871, 1, 50, 000
5668586.584598, 2, 50, 000
5668586.587721, 2, 51, 000
5668586.590830, 2, 52, 000
5668586.593937, 2, 53, 000
5668586.596980, 1, 51, 000
5668586.600095, 1, 52, 000
5668586.603202, 1, 53, 000
5668586.606315, 1, 54, 000
5668586.609031, 2, 54, 000
5668586.612138, 2, 55, 000
5668586.615236, 2, 56, 000
5668586.618347, 2, 57, 000
5668586.621423, 1, 55, 000
5668586.624541, 1, 56, 000
5668586.627653, 1, 57, 000
5668586.630769, 1, 58, 000
5668586.633438, 2, 58, 000
5668586.636550, 2, 59, 000
5668586.639648, 2, 60, 000
5668586.642751, 2, 61, 000
5668586.645870, 1, 59, 000
5668586.648994, 1, 60, 000
5668586.652106, 1, 61, 000
5668586.655215, 1, 62, 000
5668586.657847, 2, 62, 000
5668586.660955, 2, 63, 000
5668586.664060, 2, 64, 000
5668586.667162, 2, 65, 000
5668586.670327, 1, 63, 000
5668586.673447, 1, 64, 000
5668586.676566, 1, 65, 000
5668586.679678, 1, 66, 000
5668586.682252, 2, 66, 000
5668586.685360, 2, 67, 000
5668586.688471, 2, 68, 000
5668586.691568, 2, 69, 000
5668586.694779, 1, 67, 000
5668586.697906, 1, 68, 000
5668586.701018, 1, 69, 000
5668586.706671, 2, 70, 000
5668586.709776, 2, 71, 000
5668586.712879, 2, 72, 000
5668586.716118, 1, 70, 000
5668586.719230, 1, 71, 000
5668586.722343, 1, 72, 000
5668586.725454, 1, 73, 000
5668586.727969, 2, 73, 000
5668586.731070, 2, 74, 000
5668586.734175, 2, 75, 000
5668586.737280, 2, 76, 000
5668586.740553, 1, 74, 000
5668586.743608, 1, 75, 000
5668586.746668, 1, 76, 000
5668586.749720, 1, 77, 000
5668586.752374, 2, 77, 000
5668586.755466, 2, 78, 000
5668586.758562, 2, 79, 000
5668586.761645, 2, 80, 000
5668586.764761, 1, 78, 000
5668586.767823, 1, 79, 000
5668586.770871, 1, 80, 000
